pozycja,term,n,occurrences,docs_total,y2005,y2006,y2007,y2008,y2009,y2010,y2011,y2012,y2013,y2014,y2015,y2016,y2017,y2018,y2019,y2020,y2021,y2022,y2023,y2024,y2025,y0,baseline_share,share_at_y0,peak_share,peak_year,docs_2021_2025,emerging,prevalence_2021_2025,threshold,exceedance,w_rdzeniu_4
126,multivariate logistic regression analysis,4,746,686,2,1,5,6,5,11,11,12,12,26,35,27,38,45,41,58,65,54,65,80,87,2014,0.00031993452582702907,0.0019363968123929395,0.005819008761955722,2025,351,True,0.004772069120226231,0.0015996726291351454,3.6376247589494226,False
127,i2,1,1348,507,0,0,2,0,0,1,0,1,0,1,6,9,21,35,29,51,65,55,58,73,100,2017,7.810059356451109e-05,0.0014606663420741461,0.0066885158183399105,2025,351,True,0.004772069120226231,0.001,6.68851581833991,False
128,mhh,1,1454,666,0,1,1,1,1,4,5,11,12,25,25,40,35,40,47,68,88,62,61,55,84,2014,7.88941090382122e-05,0.001861920011916288,0.005618353287405525,2025,350,True,0.004758473481707068,0.001,5.618353287405525,False
129,pelvic tilt,2,1152,811,7,5,2,11,7,13,20,15,26,30,42,46,60,54,51,73,77,77,64,58,73,2015,0.0005742569586535758,0.0031076581576026637,0.005326139586359549,2022,349,True,0.0047448778431879056,0.002871284793267879,1.8549673647307345,False
130,female sex,2,868,688,3,4,4,9,3,20,16,5,15,25,30,27,31,34,56,58,67,61,64,76,80,2018,0.0004428352806425408,0.00236275191104934,0.005350812654671929,2025,348,True,0.004731282204668742,0.002214176403212704,2.416615336929821,False
131,cinahl,1,907,904,5,7,7,13,33,19,29,30,41,34,51,46,54,59,60,70,68,76,80,59,63,2018,0.000764356837416972,0.004100069492703266,0.006010518407212622,2023,346,True,0.004704090927630416,0.00382178418708486,1.5726995855821104,False
132,covariate,1,769,653,2,6,8,5,7,16,16,18,14,21,21,17,28,45,40,43,43,59,69,84,91,2022,0.000636304477453579,0.004081067994743031,0.006086549394689319,2025,346,True,0.004704090927630416,0.0031815223872678953,1.9130933728604342,False
133,continuous variable,2,631,611,4,1,3,4,1,7,2,10,13,11,16,22,40,30,46,62,51,53,54,82,99,2017,0.0003266731619223126,0.0027822216039507545,0.006621630660156511,2025,339,True,0.004608921457996275,0.001633365809611563,4.05397898082073,False
134,ovcf,1,1257,600,0,2,2,3,4,5,12,23,13,16,10,26,33,35,36,41,62,56,58,69,94,2016,0.0001577882180764244,0.0018703690381986907,0.006287204869239516,2025,339,True,0.004608921457996275,0.001,6.287204869239516,False
135,cone beam computed tomography,4,968,845,1,0,2,3,4,16,17,30,42,45,54,48,55,46,78,68,61,56,63,62,94,2010,0.00012052020839440844,0.0014734321760751451,0.006287204869239516,2025,336,True,0.0045681345424387855,0.001,6.287204869239516,False
136,txa,1,3023,849,0,0,1,1,1,1,7,5,17,29,50,69,77,74,94,89,93,64,53,71,53,2013,3.9050296782255544e-05,0.0012737898995953843,0.006062951496388029,2019,334,True,0.00454094326540046,0.001,6.062951496388029,False
137,medicare,1,1126,833,3,4,9,7,4,5,13,13,28,24,32,67,71,63,83,76,60,68,56,65,82,2016,0.0006380867645538185,0.004819797136896626,0.005484582971038727,2025,331,True,0.0045001563498429705,0.0031904338227690928,1.7190712221946227,False
138,demographic characteristic,2,642,611,5,4,4,7,6,8,11,12,14,19,23,20,27,31,43,46,60,55,64,68,84,2019,0.0005276745103023355,0.0027734778121775027,0.005618353287405525,2025,331,True,0.0045001563498429705,0.002638372551511678,2.1294768565517566,False
139,male sex,2,857,683,2,9,2,8,3,10,14,16,25,21,25,32,31,44,51,61,71,71,49,59,79,2018,0.0005215341335279155,0.0030576789437109105,0.005283927496488529,2025,329,True,0.004472965072804644,0.0026076706676395776,2.026301696015723,False
140,vas pain score,3,1066,831,4,3,8,10,9,20,27,22,35,42,47,46,52,52,52,74,76,70,49,59,74,2014,0.0006016122703455038,0.003128025620019364,0.004949501705571534,2025,328,True,0.004459369434285481,0.003008061351727519,1.6454124855960974,False
141,china,1,856,636,4,1,2,9,8,12,6,19,15,19,23,33,34,23,54,49,52,55,65,69,84,2015,0.0002876228651400571,0.0017018128005919348,0.005618353287405525,2025,325,True,0.004418582518727992,0.0014381143257002856,3.9067501011574195,False
142,two cohort,2,677,610,2,7,7,5,9,11,13,16,20,18,21,21,21,32,43,39,57,60,63,73,72,2021,0.00063709799292728,0.003558496691222375,0.004926773300938112,2024,325,True,0.004418582518727992,0.0031854899646364,1.5466296725566568,False
143,femoroacetabular impingement syndrome,3,691,453,0,0,1,0,0,0,0,1,1,0,1,2,6,26,39,51,76,69,48,69,63,2018,3.9050296782255544e-05,0.0018068102849200835,0.004772774434529985,2022,325,True,0.004418582518727992,0.001,4.772774434529985,True
144,patient acceptable symptom state,4,449,382,0,0,0,1,0,0,1,2,2,1,2,1,2,8,15,22,37,55,60,78,95,2020,0.0,0.0013086669442626852,0.006354090027422915,2025,325,True,0.004418582518727992,0.001,6.354090027422915,False
145,primary objective,2,704,697,5,3,9,8,13,11,17,12,16,26,32,43,36,47,51,46,60,47,65,73,77,2023,0.0006830821819576566,0.004883546205860256,0.005150157180121731,2025,322,True,0.0043777956031705026,0.003415410909788283,1.5079172949181048,False
146,implant survivorship,2,763,606,4,1,2,6,0,9,7,14,26,14,14,28,34,33,44,50,57,51,71,66,75,2016,0.0002876228651400571,0.0020142435795985902,0.005334335086401202,2023,320,True,0.004350604326132177,0.0014381143257002856,3.7092566224202397,False
147,data extraction,2,695,678,3,4,3,9,14,9,9,22,24,25,31,30,30,36,52,58,62,51,61,58,87,2015,0.00040378498386028526,0.002293747687754347,0.005819008761955722,2025,319,True,0.004337008687613014,0.0020189249193014263,2.882231382813965,False
148,icc,1,1540,800,3,3,9,10,10,14,17,23,28,37,43,53,55,50,64,63,53,52,52,69,92,2015,0.0005982429522978619,0.003181650018497965,0.006153434552872717,2025,318,True,0.00432341304909385,0.0029912147614893094,2.0571690913322973,False
149,visual analog scale score,4,915,791,5,10,3,9,16,19,18,15,18,29,23,47,57,62,73,69,68,58,53,66,73,2017,0.0007276870870558199,0.003964665785629825,0.004882616547388134,2025,318,True,0.00432341304909385,0.0036384354352790994,1.3419549787925797,False
150,pelvic incidence,2,793,678,0,3,4,5,4,8,12,6,16,27,41,33,45,45,43,69,58,68,56,66,69,2014,0.00027573262389689215,0.0020108736128695913,0.00470360379055129,2022,317,True,0.004309817410574688,0.0013786631194844608,3.4117136551169676,False
151,cbct,1,1036,693,0,0,5,2,5,18,17,19,29,32,38,31,41,45,51,46,62,51,65,62,74,2010,0.0001952514839112777,0.0016576111980845382,0.004949501705571534,2025,314,True,0.004269030495017198,0.001,4.949501705571533,False
152,2 0,2,761,709,4,4,5,9,7,24,19,19,35,22,31,42,40,50,36,56,72,59,51,66,58,2016,0.0005243051922546937,0.003021365369397885,0.004494943188912474,2021,306,True,0.004160265386863894,0.0026215259612734684,1.7146285237354462,False
153,cs,1,1721,680,2,4,9,9,17,12,19,14,25,16,36,31,34,40,44,64,64,54,54,61,71,2020,0.0005956671497239212,0.003807031110582357,0.004748846231021337,2025,304,True,0.004133074109825568,0.002978335748619606,1.594463026279802,False
154,ldh,1,1274,551,2,3,3,5,3,8,10,11,10,11,23,22,25,35,41,36,61,53,41,79,69,2017,0.00032152155677443126,0.0017388885024692217,0.005331713572248094,2024,303,True,0.004119478471306405,0.0016076077838721563,3.316551229557927,False
155,peripheral artery disease,3,838,566,0,0,2,3,9,6,7,16,8,19,16,30,28,33,40,47,64,45,52,63,78,2014,7.810059356451109e-05,0.001415059209056379,0.00521704233830513,2025,302,True,0.004105882832787242,0.001,5.21704233830513,True
156,eq 5d,2,1182,824,5,1,6,12,7,10,35,31,41,31,41,52,70,51,77,54,78,57,57,52,56,2011,0.00048624366709897667,0.0029300962745918793,0.004966460268317854,2019,300,True,0.004078691555748915,0.0024312183354948834,2.0427866127074568,False
157,secondary aim,2,558,556,0,3,2,1,4,5,6,11,11,15,23,18,31,50,36,41,68,52,52,64,63,2014,0.00019763203033238102,0.001117152007149773,0.004319362893973139,2024,299,True,0.0040650959172297526,0.001,4.319362893973139,False
158,risk ratio,2,869,755,3,2,6,4,9,12,11,33,30,43,43,42,48,40,61,72,45,58,51,50,92,2012,0.00044124824969513863,0.002733824869521995,0.006153434552872717,2025,296,True,0.004024309001672263,0.002206241248475693,2.789103212137008,False
159,pi,1,1198,590,2,1,3,1,2,7,13,11,13,22,22,19,33,39,45,63,45,52,53,70,74,2014,0.00024183393226251797,0.0016384896104863335,0.004949501705571534,2025,294,True,0.003997117724633938,0.00120916966131259,4.093306228175376,False
160,journal,1,704,562,3,5,6,8,8,10,9,10,12,13,19,19,33,20,46,48,57,53,63,65,55,2019,0.0005607796864630085,0.0029669762641898866,0.0047332832456799395,2023,293,True,0.003983522086114775,0.0028038984323150423,1.6881079539574828,False
161,english,1,715,680,1,6,4,7,17,11,16,22,27,26,27,31,45,48,50,53,53,58,51,69,58,2016,0.0004376836754946594,0.0022300553916984388,0.004656813120064791,2024,289,True,0.003929139532038122,0.002188418377473297,2.127935484366317,False
162,90 day readmission,3,608,420,0,0,0,0,0,0,0,0,0,4,5,9,22,15,29,47,45,65,58,64,57,2017,0.0,0.001530221882172915,0.004496091858615204,2022,289,True,0.003929139532038122,0.001,4.496091858615204,False
163,12 month follow up,4,907,766,5,5,5,16,25,15,25,26,36,37,31,41,45,47,54,66,60,49,41,64,73,2017,0.0006065686193405476,0.003129999304444599,0.004882616547388134,2025,287,True,0.003901948254999796,0.003032843096702738,1.609913995450817,False
164,intervention group,2,1209,613,3,5,7,10,6,7,15,8,18,21,26,29,33,47,44,49,40,48,56,54,87,2022,0.000599829983245264,0.0033201909109773814,0.005819008761955722,2025,285,True,0.00387475697796147,0.00299914991622632,1.9402193703199369,False
165,daa,1,1562,482,0,0,0,1,0,0,2,2,4,4,17,25,26,28,32,58,61,50,51,66,55,2015,0.0,0.0012578616352201257,0.004454342984409799,2024,283,True,0.003847565700923144,0.001,4.4543429844097995,False
166,mann whitney u test,4,611,590,7,4,5,14,6,9,17,12,22,17,25,25,25,34,34,53,42,50,55,58,76,2022,0.0006515640367443857,0.003458532198934772,0.005083272021938332,2025,281,True,0.003820374423884818,0.0032578201837219285,1.560329218701966,False
167,covid 19,2,887,422,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,141,98,75,48,33,27,2020,0.0,0.008387365415501755,0.008387365415501755,2020,281,True,0.003820374423884818,0.001,8.387365415501755,True
168,cci,1,835,466,1,0,2,1,3,3,4,3,8,6,15,16,20,21,39,44,46,47,44,73,70,2015,0.00012052020839440844,0.0011098779134295228,0.004926773300938112,2024,280,True,0.0038067787853656547,0.001,4.926773300938112,False
169,enhanced recovery,2,643,427,0,0,0,0,1,0,2,2,5,4,3,10,14,20,42,44,57,44,52,57,70,2018,0.0,0.001389854065323141,0.004681961072837937,2025,280,True,0.0038067787853656547,0.001,4.681961072837937,True
170,comprehensive search,2,456,456,1,0,1,2,6,3,9,7,9,17,15,22,22,16,25,26,28,35,35,70,107,2014,8.146991161215289e-05,0.001266105608103076,0.007156711925623704,2025,275,True,0.0037388005927698393,0.001,7.1567119256237035,False
171,cage subsidence,2,980,444,6,2,2,5,3,4,8,6,12,14,7,9,16,20,25,31,45,48,52,49,80,2021,0.00041230590705580846,0.002809339493070296,0.005350812654671929,2025,274,True,0.0037252049542506765,0.0020615295352790423,2.595554690390433,False
172,adjusted odd ratio,3,614,536,4,5,1,7,7,6,7,9,11,10,20,22,31,37,45,41,48,50,50,59,66,2017,0.0004079478173816282,0.002156221743061835,0.004414420440104341,2025,273,True,0.0037116093157315132,0.002039739086908141,2.1642083874539897,False
173,medical complication,2,744,550,7,4,4,8,6,10,9,15,10,23,18,31,25,31,36,41,41,38,61,59,73,2023,0.0006125137399621302,0.004583020285499624,0.004882616547388134,2025,272,True,0.0036980136772123504,0.0030625686998106507,1.5942880065645586,False
174,smoking status,2,636,565,2,4,5,6,4,7,3,10,14,20,26,29,42,34,50,38,53,50,50,58,60,2017,0.000439465962594899,0.0029213326841482923,0.004013109491003947,2025,271,True,0.003684418038693187,0.002197329812974495,1.826357366703843,False
175,lumbar degenerative disease,3,847,505,3,2,4,4,4,4,9,12,13,14,18,20,23,26,36,42,48,51,56,56,60,2019,0.00036314765613062756,0.0023219814241486067,0.0042073628850488355,2023,271,True,0.003684418038693187,0.0018157382806531378,2.3171637288692333,True
176,forgotten joint score,3,454,373,0,0,0,0,0,0,1,1,1,0,5,13,8,11,20,42,36,39,48,71,77,2019,0.0,0.0012899896800825593,0.005150157180121731,2025,271,True,0.003684418038693187,0.001,5.150157180121731,False
177,prospero,1,362,359,0,0,0,0,0,0,0,0,0,0,13,9,13,13,18,22,41,41,50,62,77,2019,0.0,0.0011609907120743034,0.005150157180121731,2025,271,True,0.003684418038693187,0.001,5.150157180121731,False
178,retrospective observational study,3,479,465,2,2,1,3,4,2,6,7,9,8,15,17,26,29,38,27,57,49,41,58,64,2015,0.00020357715095396353,0.0011098779134295228,0.004280650123737542,2025,269,True,0.003657226761654861,0.0010178857547698177,4.205432784257364,False
179,radiological parameter,2,602,519,3,7,3,4,5,6,6,16,14,14,22,22,22,32,29,46,49,51,49,53,66,2020,0.0005233164206281552,0.002736303610731069,0.004414420440104341,2025,268,True,0.003643631123135698,0.0026165821031407755,1.6870941809185183,False
180,smd,1,1259,504,0,1,0,1,1,5,5,8,8,17,14,24,30,35,43,45,41,46,37,57,86,2014,3.984381225595665e-05,0.001266105608103076,0.0057521236037723225,2025,267,True,0.003630035484616535,0.001,5.752123603772322,False
181,limited data,2,634,630,7,8,2,12,11,12,24,12,18,24,24,32,53,37,46,44,35,42,54,70,63,2023,0.0006937883954214458,0.00405709992486852,0.0047243031652831205,2024,264,True,0.0035892485690590457,0.003468941977107229,1.3618858996375445,False
182,secondary analysis,2,537,464,4,4,1,2,3,10,9,7,7,10,5,24,22,18,28,46,32,53,42,60,77,2020,0.00036810400512567155,0.002736303610731069,0.005150157180121731,2025,264,True,0.0035892485690590457,0.0018405200256283577,2.7982076306740837,True
183,readmission rate,2,856,623,0,1,1,0,2,3,5,8,21,18,26,42,44,50,66,73,56,49,48,60,50,2013,7.88941090382122e-05,0.001573505170088416,0.004342394860508001,2020,263,True,0.003575652930539883,0.001,4.342394860508001,False
184,sva,1,1013,591,0,0,0,1,1,1,4,6,10,21,27,38,42,50,49,78,43,62,43,47,68,2014,0.0,0.001564012810009682,0.004639819166022247,2020,263,True,0.003575652930539883,0.001,4.639819166022247,False
185,hka,1,687,393,2,1,2,3,1,1,0,4,5,10,5,6,16,10,27,37,43,38,56,55,71,2019,0.00020278363548026246,0.001741486068111455,0.004748846231021337,2025,263,True,0.003575652930539883,0.0010139181774013123,4.683658244684696,False
186,cis,1,550,507,1,3,1,1,3,2,5,4,17,19,32,23,27,32,40,35,39,47,47,52,77,2013,0.00020100134838002285,0.0012737898995953843,0.005150157180121731,2025,262,True,0.0035620572920207197,0.0010050067419001142,5.124500130600712,False
187,disparity,1,619,444,2,5,7,5,6,9,15,11,7,11,14,20,7,16,12,37,33,53,52,62,60,2022,0.0005574103684153667,0.0036660441308708582,0.004184382803536478,2024,260,True,0.0035348660149823936,0.0027870518420768336,1.5013652564203444,False
188,similar outcome,2,630,601,0,7,6,7,14,13,11,17,18,24,30,36,34,40,35,52,45,42,58,57,55,2020,0.0005132084664852298,0.0030932127773481647,0.004357625845229151,2023,257,True,0.0034940790994249047,0.0025660423324261493,1.6981893829900654,False
189,categorical variable,2,461,454,3,1,3,3,4,2,6,4,7,11,11,24,25,22,28,43,34,36,43,52,92,2016,0.0002842535470924153,0.0017264944967987914,0.006153434552872717,2025,257,True,0.0034940790994249047,0.0014212677354620766,4.329539325588179,False
